0.05274834	-0.04779113	-0.07684739	0.06388375	0.05085052	0.40588978	-0.023593826	-0.032171562	-0.032281157	0.053497437	0.04222795	0.24419893	-0.020597186	-0.10739417	-0.2799182	0.08103252
0.15012741	0.040442076	-0.039343975	0.015277592	0.121122934	0.49104878	-0.16258419	-0.037451208	-0.065537415	0.054785587	-0.016579924	0.17883582	-0.017437272	-0.066819064	-0.3049964	0.07227079
0.1717781	0.09284328	0.04931192	-0.05115421	0.11478878	0.669336	-0.18961291	-0.04833792	-0.024837399	0.08969309	-0.050985847	0.32640266	-0.11050732	-0.07537048	-0.3849101	0.05300256
0.093816206	0.039472677	-0.038438696	-0.013472543	0.035870194	0.54661995	-0.14197043	-0.0066972747	0.0018275634	0.034965444	0.002191587	0.25629056	-0.040332533	-0.06862396	-0.2699715	0.018347694
0.07631696	0.00364228	-0.09336479	0.03195486	0.010295686	0.46334395	-0.049290083	-0.012851869	-0.020975431	0.027033996	0.026802337	0.31484735	-0.02930411	-0.047564644	-0.1982822	0.08768808
0.042630985	-0.04039244	-0.03862525	0.024901768	0.029691467	0.40444824	-0.09693108	-0.056216408	0.0113255605	0.021991547	0.026589153	0.17930207	0.026392024	-0.026756087	-0.30702576	0.07883615
0.13011374	0.029080853	-0.01963178	-0.037946384	0.09757216	0.52894366	-0.1619037	-0.07126344	-0.020181926	0.09569973	-0.04157247	0.3400021	-0.00615054	-0.050265595	-0.31348744	0.10678474
0.06536777	-0.0025402764	-0.042575687	-0.02500287	0.07320605	0.3476371	-0.043351322	-0.021598196	-0.004724516	0.03398659	0.02868362	0.15708438	-0.025536684	-0.05147558	-0.21855637	0.087075084
0.08132329	0.004309057	-0.059974656	0.040178303	0.08566676	0.46922484	-0.038439654	-0.06681909	-0.034561165	0.008370142	-0.04108988	0.28620914	-0.06413567	-0.09844843	-0.24331695	0.057446502
0.14445493	0.035518873	0.0028280516	-0.06327374	0.15043782	0.4078233	-0.17523742	-0.121896416	-0.007347774	0.07846469	-0.06652758	0.17483972	-0.08628753	-0.01465627	-0.32642287	0.051405154
0.06506534	0.026824437	0.014983714	-0.03293264	0.06358166	0.28388277	-0.16032323	-0.08875495	0.019054571	0.10708435	0.021221614	0.12424993	-0.06557234	0.0066644857	-0.28232563	0.06503871
0.0069719786	-0.064164974	-0.065513805	0.050690725	0.036813777	0.45000485	-0.09864245	-0.057033755	0.02896285	0.037634656	-0.022507451	0.1874363	-0.031997405	-0.12451073	-0.3715608	0.05682538
0.093737185	0.041881803	0.006938073	0.047283385	0.027189406	0.3414341	-0.0900549	-0.064104214	0.034672454	0.012778798	-0.043850284	0.09712162	-0.031819463	-0.05834123	-0.27325067	0.0055439863
0.009214879	-0.014144697	-0.1095967	0.054941077	-0.040529843	0.35961348	-0.036792513	-0.011697136	0.009985753	0.0038429599	0.06977922	0.19149175	-0.025092492	-0.113809064	-0.26715335	0.11415861
0.098725945	0.011673335	-0.035731573	0.045118514	0.018915834	0.43380752	-0.06119721	-0.04572048	-0.041212372	0.066208616	-0.032710165	0.2629291	0.0077656303	-0.04235052	-0.1952366	0.09040546
0.05300874	0.019791767	-0.022522436	0.010384212	0.015903495	0.40536016	-0.008636296	-0.053006697	0.060961865	0.055675182	0.004754444	0.23982747	0.0051343036	-0.09163083	-0.2678225	0.042009544
